image,xml_photo_id,rotation_convention,legacy_rotation_convention,render_ray_convention,render_ray_rotation,xml_projection_rotation,distortion_enabled,dsm_sampling_mode,dom_sampling_mode,ray_refine_iters,render_width,render_height,source_query_width,source_query_height,query_resized_for_overlay,match_distance_xy_m,match_distance_z_m,edge_chamfer,edge_overlap_ratio,query_edge_count,render_edge_count,edge_overlap_count,valid_depth_ratio,depth_min,depth_max,render_time_sec
0000.jpg,7,R_xml_transpose,R_xml_transpose,cam_to_world_correct,R_camera_to_world = R_xml.T,R_world_to_camera = R_xml,True,bilinear,bilinear,10,5280,3956,5280,3956,False,0.2816910688575215,0.14517539599228257,25.52580451965332,0.258401073470499,393239,102844,26575,0.9873242983423721,355.2919921875,378.9599609375,105.27090653299999
