accepted_texture,best_dx_px,best_dy_px,center_x,center_y,dom_depth,dom_dom_col,dom_dom_hit,dom_dom_row,dom_dom_sampling_mode,dom_dsm_height,dom_dsm_sampling_mode,dom_hit,dom_patch_rel,dom_ray_refine_iters,dom_x_raster,dom_y_raster,dom_z_ray,edge_chamfer_after,edge_chamfer_before,edge_chamfer_improvement,edge_overlap_after,edge_overlap_before,edge_overlay_after_rel,edge_overlay_before_rel,high_confidence,index,ncc_score,offset_norm_px,overlay_after_rel,overlay_before_rel,patch_rel_dir,phase_dx_px,phase_dy_px,phase_response,query_dom_gradient_orientation,query_dom_hist_distance,query_dom_ncc,query_dom_ssim,query_edge_count,query_gradient,query_patch_rel,query_render_gradient_orientation,query_render_hist_distance,query_render_ncc,query_render_ssim,render_dom_gradient_orientation,render_dom_hist_distance,render_dom_ncc,render_dom_ssim,render_edge_count,render_gradient,render_patch_rel,texture_score,triplet_rel
True,3.0,32.0,3792,2256,372.4892578125,7696,True,11856,bilinear,20.90682029724121,bilinear,True,patches/patch_000/dom.png,10,254461.57920168855,3364029.445517797,20.90626024327878,2.3251445293426514,3.847846508026123,1.5227019786834717,1.2210462039487076,0.9152471083070453,patches/patch_000/edge_overlay_after.png,patches/patch_000/edge_overlay_before.png,True,0,0.6739374399185181,32.14031735997639,patches/patch_000/overlay_after.png,patches/patch_000/overlay_before.png,patches/patch_000,2.051820839083234,32.128705994169096,0.5434265406802297,0.6514098644256592,0.6795964465180996,0.13250058889389038,0.1455064311262205,7859,117.74190521240234,patches/patch_000/query.png,0.8179430365562439,0.6458705439551449,0.6739369630813599,0.6735151604072768,0.6500096917152405,0.23091782276306896,0.11806967109441757,0.13211381737750563,4755,95.26531982421875,patches/patch_000/render.png,142.81531982421876,patches/patch_000/triplet_query_render_dom.png
True,27.0,49.0,4304,2256,375.5380859375,8023,True,11671,bilinear,18.446361541748047,bilinear,True,patches/patch_001/dom.png,10,254507.3911514162,3364055.336073384,18.443381424561835,4.912489891052246,6.4956746101379395,1.5831847190856934,0.9110334110334111,0.6391643059490085,patches/patch_001/edge_overlay_after.png,patches/patch_001/edge_overlay_before.png,False,1,0.5542058944702148,55.94640292279746,patches/patch_001/overlay_after.png,patches/patch_001/overlay_before.png,patches/patch_001,-14.208521838911935,34.865564352834625,0.01942620618501678,0.6345641613006592,0.549293085093468,0.10844673961400986,0.12115182110315637,6536,113.28850555419922,patches/patch_001/query.png,0.725892186164856,0.511970609664249,0.554205596446991,0.5527056145701464,0.6441431641578674,0.22645867446742377,0.1497102826833725,0.16187781978330976,2824,73.73945617675781,patches/patch_001/render.png,101.97945617675782,patches/patch_001/triplet_query_render_dom.png
True,77.0,66.0,4816,2256,376.0751953125,8345,True,11487,bilinear,18.480243682861328,bilinear,True,patches/patch_002/dom.png,10,254552.51396134417,3364081.1218093764,18.48047468533889,3.9745612144470215,15.318483352661133,11.343922138214111,0.8162635100360268,0.3517294986397202,patches/patch_002/edge_overlay_after.png,patches/patch_002/edge_overlay_before.png,False,2,0.6606447696685791,101.41498903022176,patches/patch_002/overlay_after.png,patches/patch_002/overlay_before.png,patches/patch_002,52.5955985966704,-21.868505839299218,0.013609462941531092,0.6482479572296143,0.547302562439808,0.13863863050937653,0.1511852078720714,2573,74.35171508789062,patches/patch_002/query.png,0.6988541483879089,0.46982340514604454,0.6606449484825134,0.6592529637977445,0.630861222743988,0.2680496599151144,0.13498929142951965,0.1459493994594254,3226,73.59693145751953,patches/patch_002/render.png,99.32693145751954,patches/patch_002/triplet_query_render_dom.png
True,-39.0,6.0,1232,208,374.9111328125,5372,True,11492,bilinear,11.323999404907227,bilinear,True,patches/patch_003/dom.png,10,254136.1784767616,3364080.429733549,11.323643507904137,12.897856712341309,10.992732048034668,-1.9051246643066406,0.2066182405165456,0.24446142093200918,patches/patch_003/edge_overlay_after.png,patches/patch_003/edge_overlay_before.png,False,3,0.16113798320293427,39.45883931389772,patches/patch_003/overlay_after.png,patches/patch_003/overlay_before.png,patches/patch_003,-15.631779660049745,-11.17724493198898,0.01611632015556097,0.6480875015258789,0.752998607376193,-0.009097198024392128,0.027266104720674634,1922,86.85246276855469,patches/patch_003/query.png,0.646113932132721,0.7948763410241104,0.16113701462745667,0.19131231156838613,0.6422295570373535,0.11713071962414895,0.03514532372355461,0.07275076323901844,1309,84.68592071533203,patches/patch_003/render.png,97.77592071533203,patches/patch_003/triplet_query_render_dom.png
True,3.0,2.0,2768,1744,373.2744140625,6879,True,11902,bilinear,17.91545867919922,bilinear,True,patches/patch_004/dom.png,10,254347.23126017489,3364023.0093068862,17.91499607349715,6.079557418823242,6.911067962646484,0.8315105438232422,1.1634223630602083,0.7845584835876098,patches/patch_004/edge_overlay_after.png,patches/patch_004/edge_overlay_before.png,False,4,0.8019479513168335,3.605551275463989,patches/patch_004/overlay_after.png,patches/patch_004/overlay_before.png,patches/patch_004,3.745674164332357,1.3272764194412616,0.686978419078514,0.6523754596710205,0.5250703961511641,0.25417470932006836,0.260557268517983,4779,116.37642669677734,patches/patch_004/query.png,0.8170520067214966,0.5351412172673601,0.8019478917121887,0.7906739189024795,0.6520079374313354,0.126893346909879,0.246660515666008,0.2581774297621697,2163,67.39812469482422,patches/patch_004/render.png,89.02812469482421,patches/patch_004/triplet_query_render_dom.png
True,15.0,27.0,3792,1744,365.4033203125,7501,True,11548,bilinear,26.898387908935547,bilinear,True,patches/patch_005/dom.png,10,254434.30700470533,3364072.550171792,26.89945435181204,7.75694465637207,10.582742691040039,2.8257980346679688,0.886908077994429,0.6050463439752832,patches/patch_005/edge_overlay_after.png,patches/patch_005/edge_overlay_before.png,True,5,0.7059990167617798,30.886890422961002,patches/patch_005/overlay_after.png,patches/patch_005/overlay_before.png,patches/patch_005,15.824687820605774,26.478608217449192,0.25097880186513066,0.6414526700973511,0.47995762911264966,0.09543818980455399,0.10485528971078253,6233,124.3945541381836,patches/patch_005/query.png,0.7300074100494385,0.5324360144602845,0.7059991359710693,0.6988078948014472,0.6465853452682495,0.16343441597570643,0.10934519022703171,0.12297347527791594,1942,67.01974487304688,patches/patch_005/render.png,86.43974487304688,patches/patch_005/triplet_query_render_dom.png
True,33.0,23.0,3792,1232,365.7333984375,7323,True,11236,bilinear,25.512277603149414,bilinear,True,patches/patch_006/dom.png,10,254409.4029688484,3364116.2599363043,25.51422122185869,5.017022132873535,8.690019607543945,3.67299747467041,0.8785425101214575,0.526595744680851,patches/patch_006/edge_overlay_after.png,patches/patch_006/edge_overlay_before.png,True,6,0.641208291053772,40.22437072223753,patches/patch_006/overlay_after.png,patches/patch_006/overlay_before.png,patches/patch_006,33.53674476831321,21.378769552164655,0.1558374788146466,0.6295431852340698,0.3304381753082464,0.12023617327213287,0.1286618094512687,5537,123.86734771728516,patches/patch_006/query.png,0.7861230373382568,0.3201818353660337,0.6412085890769958,0.6260115240826598,0.6536940932273865,0.18917055460851573,0.12488947063684464,0.13910902414690113,1880,63.71332931518555,patches/patch_006/render.png,82.51332931518554,patches/patch_006/triplet_query_render_dom.png
True,17.0,0.0,2768,1232,372.6533203125,6698,True,11585,bilinear,17.460628509521484,bilinear,True,patches/patch_007/dom.png,10,254321.75813607214,3364067.4488052055,17.460520549954936,6.308403968811035,8.868972778320312,2.5605688095092773,1.0637184973846885,0.5846560846560847,patches/patch_007/edge_overlay_after.png,patches/patch_007/edge_overlay_before.png,True,7,0.8100524544715881,17.0,patches/patch_007/overlay_after.png,patches/patch_007/overlay_before.png,patches/patch_007,17.92328994855565,-0.9831336181524648,0.5995660088374279,0.6606121063232422,0.44167187438947325,0.2847946882247925,0.2914291200207998,3985,106.60676574707031,patches/patch_007/query.png,0.7856475710868835,0.46050403613125684,0.8100523352622986,0.7996207067012604,0.6622858047485352,0.15094082980001422,0.3080863356590271,0.31958635963950305,1890,58.9527587890625,patches/patch_007/render.png,77.8527587890625,patches/patch_007/triplet_query_render_dom.png
True,6.0,15.0,3280,1744,370.3291015625,7195,True,11722,bilinear,21.423728942871094,bilinear,True,patches/patch_008/dom.png,10,254391.37522851527,3364048.1695540296,21.423873572606055,5.986519813537598,6.548926830291748,0.5624070167541504,0.7879098360655737,0.5969173283512378,patches/patch_008/edge_overlay_after.png,patches/patch_008/edge_overlay_before.png,False,8,0.7021341323852539,16.15549442140351,patches/patch_008/overlay_after.png,patches/patch_008/overlay_before.png,patches/patch_008,6.178778246582652,14.933579603166663,0.49783190432935953,0.6480177044868469,0.7204839668155125,-0.028279922902584076,-0.009689613619515135,3952,90.76692199707031,patches/patch_008/query.png,0.7616744041442871,0.7225483565000811,0.7021334767341614,0.6958881287043299,0.6539002060890198,0.176348072768738,-0.04837982356548309,-0.026947969381547487,2141,54.977027893066406,patches/patch_008/render.png,76.3870278930664,patches/patch_008/triplet_query_render_dom.png
True,20.0,11.0,3280,1232,372.1748046875,7015,True,11403,bilinear,18.504850387573242,bilinear,True,patches/patch_009/dom.png,10,254366.200447649,3364092.8102995832,18.505313112841577,5.422728538513184,8.243537902832031,2.8208093643188477,0.9512508017960231,0.48660714285714285,patches/patch_009/edge_overlay_after.png,patches/patch_009/edge_overlay_before.png,True,9,0.7907828688621521,22.825424421026653,patches/patch_009/overlay_after.png,patches/patch_009/overlay_before.png,patches/patch_009,20.81529274271037,9.869701172325463,0.3641473581083119,0.6360583901405334,0.5012916034479006,0.10499647259712219,0.10940672109540545,5495,116.1366195678711,patches/patch_009/query.png,0.7479718923568726,0.49473242002300266,0.7907827496528625,0.7768734997009281,0.644102931022644,0.18975540220610174,0.0627368837594986,0.07286937810408009,1568,56.27773666381836,patches/patch_009/render.png,71.95773666381837,patches/patch_009/triplet_query_render_dom.png
