image,candidate,offset_east_m,offset_north_m,offset_alt_m,yaw_offset_deg,edge_chamfer,edge_overlap_ratio,objective,passes_strict_visual_gate,selected_by_visual_objective,safe_output_worse_than_initial,valid_depth_ratio,query_edge_count,render_edge_count
0004.JPG,em3_nz0_ym0p5,-3.0,0.0,0.0,-0.5,2.910966396331787,0.8706449221645663,2.0403214741672207,False,False,True,1.0,2698,3542
0004.JPG,em2_np1_ym0p5,-2.0,1.0,0.0,-0.5,3.045703887939453,0.8561897702001483,2.189514117739305,False,False,True,1.0,2698,3516
0004.JPG,em2_nm1_ym0p5,-2.0,-1.0,0.0,-0.5,3.0519628524780273,0.8836174944403261,2.1683453580377012,False,False,True,1.0,2698,3500
0004.JPG,em2_nz0_ym0p25,-2.0,0.0,0.0,-0.25,3.086786985397339,0.8543365455893255,2.232450439808013,False,False,True,1.0,2698,3473
0004.JPG,em2_nz0_ym0p75,-2.0,0.0,0.0,-0.75,2.8945157527923584,0.9414381022979985,1.9530776504943599,True,False,False,1.0,2698,3699
0004.JPG,em1_nz0_ym0p75,-1.0,0.0,0.0,-0.75,3.0015273094177246,0.8891771682727947,2.1123501411449297,False,False,True,1.0,2698,3656
0004.JPG,em3_nz0_ym0p75,-3.0,0.0,0.0,-0.75,3.0089149475097656,0.8843587842846553,2.1245561632251104,False,False,True,1.0,2698,3523
0004.JPG,em2_np1_ym0p75,-2.0,1.0,0.0,-0.75,3.1990528106689453,0.8165307635285397,2.3825220471404056,False,False,True,1.0,2698,3398
0004.JPG,em2_nm1_ym0p75,-2.0,-1.0,0.0,-0.75,2.996426582336426,0.8565604151223128,2.139866167214113,False,False,True,1.0,2698,3472
0004.JPG,em1p5_nz0_ym0p75,-1.5,0.0,0.0,-0.75,3.0447521209716797,0.885470719051149,2.1592814019205306,False,False,True,1.0,2698,3578
0004.JPG,em2p5_nz0_ym0p75,-2.5,0.0,0.0,-0.75,2.9669718742370605,0.8899184581171238,2.077053416119937,False,False,True,1.0,2698,3511
0004.JPG,em2_np0p5_ym0p75,-2.0,0.5,0.0,-0.75,3.043778896331787,0.8569310600444774,2.18684783628731,False,False,True,1.0,2698,3553
0004.JPG,em2_nm0p5_ym0p75,-2.0,-0.5,0.0,-0.75,3.1346912384033203,0.8354336545589326,2.299257583844388,False,False,True,1.0,2698,3519
0004.JPG,em2_nz0_ym0p625,-2.0,0.0,0.0,-0.625,3.1593708992004395,0.8165307635285397,2.3428401356718997,False,False,True,1.0,2698,3402
0004.JPG,em2_nz0_ym0p875,-2.0,0.0,0.0,-0.875,3.021958827972412,0.8813936249073387,2.1405652030650733,False,False,True,1.0,2698,3543
0004.JPG,em1p75_nz0_ym0p75,-1.75,0.0,0.0,-0.75,2.958728551864624,0.9366197183098591,2.022108833554765,True,False,False,1.0,2698,3793
0004.JPG,em2p25_nz0_ym0p75,-2.25,0.0,0.0,-0.75,2.9949824810028076,0.8817642698295033,2.1132182111733044,False,False,True,1.0,2698,3584
0004.JPG,em2_np0p25_ym0p75,-2.0,0.25,0.0,-0.75,3.038050889968872,0.8765752409191994,2.161475649049673,False,False,True,1.0,2698,3541
0004.JPG,em2_nm0p25_ym0p75,-2.0,-0.25,0.0,-0.75,2.996519088745117,0.8758339510748703,2.1206851376702467,False,False,True,1.0,2698,3570
0004.JPG,em2_nz0_ym0p688,-2.0,0.0,0.0,-0.6875,2.995359182357788,0.8962194217939214,2.0991397605638666,False,False,True,1.0,2698,3582
0004.JPG,em2_nz0_ym0p812,-2.0,0.0,0.0,-0.8125,2.8428397178649902,0.9258710155670867,1.9169687022979036,True,True,False,1.0,2698,3670
0004.JPG,em1p75_nz0_ym0p812,-1.75,0.0,0.0,-0.8125,2.8967156410217285,0.9095626389918459,1.9871530020298827,True,False,False,1.0,2698,3483
0004.JPG,em2p25_nz0_ym0p812,-2.25,0.0,0.0,-0.8125,2.904160499572754,0.8939955522609341,2.0101649473118197,True,False,False,1.0,2698,3637
