basename_matches_xml,dimension_matches_xml,hash_matches_xml_source,identity_consistent,match_distance_xy_m,match_distance_z_m,matched_photo_id,phash_matches_xml_source,pose_center_close,query_height,query_image,query_name,query_phash,query_sha256,query_size_bytes,query_width,status,xml_basename,xml_cx,xml_cy,xml_fx,xml_fy,xml_image_path,xml_intr_height,xml_intr_width,xml_source_accessible
False,True,,True,0.2816910688575215,0.14517539599228257,7,,True,3956,data_caiwangcun/query/images/exif_test/0000.jpg,0000.jpg,ff05b1dbb57a91c9,4874cd38eb14050e6031d25424af0a0ef2b0a2bbe2a9b6f8fd9f9c2a1bd459e2,12406784,5280,ok,DJI_20251031135226_0007_V.JPG,2650.555218,1961.222555,3722.256453,3722.3867365357787,//192.168.2.45/e/2025GS-test-data/202510/1094张/DJI_202510311347_009_新建面状航线1/DJI_20251031135226_0007_V.JPG,3956,5280,False
False,True,,True,0.1658530076573679,0.02462621500330897,13,,True,3956,data_caiwangcun/query/images/exif_test/0001.JPG,0001.JPG,f9fb050716c2c1fb,11eb8b6e4418aec34d236b5e45e1fcce60c77640c78e7dec2a720472d135fd0d,11149312,5280,ok,DJI_20251031135240_0013_V.JPG,2650.555218,1961.222555,3722.256453,3722.3867365357787,//192.168.2.45/e/2025GS-test-data/202510/1094张/DJI_202510311347_009_新建面状航线1/DJI_20251031135240_0013_V.JPG,3956,5280,False
False,True,,True,0.040006737271755625,0.03727451006011506,17,,True,3956,data_caiwangcun/query/images/exif_test/0002.JPG,0002.JPG,f90410fa2676617e,8f228aa04409ef572e7a6719f29fb84500a12d8633e1f0374f96270afc11e574,10272768,5280,ok,DJI_20251031135249_0017_V.JPG,2650.555218,1961.222555,3722.256453,3722.3867365357787,//192.168.2.45/e/2025GS-test-data/202510/1094张/DJI_202510311347_009_新建面状航线1/DJI_20251031135249_0017_V.JPG,3956,5280,False
False,True,,True,0.08951881747046932,0.02119766984378657,69,,True,3956,data_caiwangcun/query/images/exif_test/0003.JPG,0003.JPG,b393c81691ed6657,9b969935cbb8d8c2fdee285c10802ae9fbeb40dbadaf8a1ed3912822ca0df936,12304384,5280,ok,DJI_20251031135518_0069_V.JPG,2650.555218,1961.222555,3722.256453,3722.3867365357787,//192.168.2.45/e/2025GS-test-data/202510/1094张/DJI_202510311347_009_新建面状航线1/DJI_20251031135518_0069_V.JPG,3956,5280,False
False,True,,True,0.09049735493185475,0.06755571740546884,73,,True,3956,data_caiwangcun/query/images/exif_test/0004.JPG,0004.JPG,9198d36b72a32626,bfc21da88b44c39be45d32d751a2d160ffeaf52a73c31f7a8d26a5ef9362f580,11382784,5280,ok,DJI_20251031135527_0073_V.JPG,2650.555218,1961.222555,3722.256453,3722.3867365357787,//192.168.2.45/e/2025GS-test-data/202510/1094张/DJI_202510311347_009_新建面状航线1/DJI_20251031135527_0073_V.JPG,3956,5280,False
