image,xml_photo_id,rotation_convention,legacy_rotation_convention,render_ray_convention,render_ray_rotation,xml_projection_rotation,distortion_enabled,dsm_sampling_mode,dom_sampling_mode,ray_refine_iters,render_width,render_height,source_query_width,source_query_height,query_resized_for_overlay,match_distance_xy_m,match_distance_z_m,edge_chamfer,edge_overlap_ratio,query_edge_count,render_edge_count,edge_overlap_count,valid_depth_ratio,depth_min,depth_max,render_time_sec
0000.jpg,7,R_xml_transpose,R_xml_transpose,cam_to_world_correct,R_camera_to_world = R_xml.T,R_world_to_camera = R_xml,True,bilinear,bilinear,10,1320,989,5280,3956,True,0.2816910688575215,0.14517539599228257,8.47406005859375,0.39521678134811944,21217,14969,5916,0.9874306768391703,355.3642578125,378.9580078125,10.695572642000116
