image,candidate,stage,source,offset_east_m,offset_north_m,offset_alt_m,yaw_offset_deg,edge_chamfer,edge_overlap_ratio,unweighted_feature_loss,weighted_feature_loss_uniform,weighted_feature_loss_dom_edge,weighted_feature_loss_depth_gradient,weighted_feature_loss_combined,weighted_feature_loss_low_texture_downweight,passes_strict_visual_gate,selected_by_visual,selected_by_unweighted_feature,selected_by_weighted_uniform,selected_by_weighted_dom_edge,selected_by_weighted_depth_gradient,selected_by_weighted_combined,selected_by_weighted_low_texture_downweight,valid_depth_ratio,query_edge_count,render_edge_count
0003.JPG,coarse_ep0_np5__yaw_m1,yaw_refine,local_grid,0.0,5.0,0.0,-1.0,3.883826732635498,0.7352742044685172,0.2358992099761963,0.2358992099761963,0.2382884919643402,0.2465185970067978,0.2412492036819458,0.2344961166381836,True,True,False,False,False,False,False,False,1.0,1477,2142
0003.JPG,coarse_ep0_np5__yaw_m0p5,yaw_refine,local_grid,0.0,5.0,0.0,-0.5,4.408397674560547,0.6756939742721734,0.2347862422466278,0.2347862422466278,0.23731350898742676,0.2461230754852295,0.24057820439338684,0.23294274508953094,False,False,False,False,False,False,False,False,1.0,1477,2122
0003.JPG,coarse_ep0_np5__yaw_p0p5,yaw_refine,local_grid,0.0,5.0,0.0,0.5,4.098053455352783,0.7251184834123223,0.23157481849193573,0.23157481849193573,0.23511537909507751,0.24183890223503113,0.23744094371795654,0.22894804179668427,True,False,False,False,False,False,False,False,1.0,1477,2216
0003.JPG,coarse_ep0_np5__yaw_p1,yaw_refine,local_grid,0.0,5.0,0.0,1.0,4.134982585906982,0.7264725795531483,0.233066126704216,0.2330661416053772,0.2373633235692978,0.2435932159423828,0.23953798413276672,0.2308821678161621,True,False,False,False,False,False,False,False,1.0,1477,2130
0003.JPG,coarse_ep0_np5__yaw_p2,yaw_refine,local_grid,0.0,5.0,0.0,2.0,4.386144638061523,0.8185511171293162,0.23401479423046112,0.23401479423046112,0.23978647589683533,0.24105870723724365,0.23951444029808044,0.2319713532924652,True,False,False,False,False,False,False,False,1.0,1477,2096
0003.JPG,coarse_em5_np0__yaw_m2,yaw_refine,local_grid,-5.0,0.0,0.0,-2.0,4.456595420837402,0.6580907244414353,0.25533950328826904,0.25533953309059143,0.25774574279785156,0.2656554579734802,0.2616826891899109,0.2536180913448334,False,False,False,False,False,False,False,False,1.0,1477,1999
0003.JPG,coarse_em5_np0__yaw_m1,yaw_refine,local_grid,-5.0,0.0,0.0,-1.0,4.525020599365234,0.6513202437373053,0.25075170397758484,0.25075170397758484,0.2532922029495239,0.2622120976448059,0.25761526823043823,0.2478831708431244,False,False,False,False,False,False,False,False,1.0,1477,2162
0003.JPG,coarse_em5_np0__yaw_m0p5,yaw_refine,local_grid,-5.0,0.0,0.0,-0.5,4.235613822937012,0.6953283683141503,0.24899029731750488,0.24899029731750488,0.2519661784172058,0.2599278688430786,0.255792498588562,0.24602651596069336,False,False,False,False,False,False,False,False,1.0,1477,2128
0003.JPG,coarse_em5_np0__yaw_p0p5,yaw_refine,local_grid,-5.0,0.0,0.0,0.5,4.225037574768066,0.7088693297224103,0.2470499724149704,0.2470499724149704,0.25122514367103577,0.2586680054664612,0.2547054886817932,0.24427250027656555,True,False,False,False,False,False,False,False,1.0,1477,2193
0003.JPG,coarse_em5_np0__yaw_p1,yaw_refine,local_grid,-5.0,0.0,0.0,1.0,4.761898040771484,0.6668923493568043,0.24507766962051392,0.24507766962051392,0.24988041818141937,0.2548602223396301,0.2519344687461853,0.24168193340301514,False,False,False,False,False,False,False,False,1.0,1477,2090
0003.JPG,coarse_em5_np0__yaw_p2,yaw_refine,local_grid,-5.0,0.0,0.0,2.0,4.749416351318359,0.6872037914691943,0.24542628228664398,0.2454262673854828,0.25040683150291443,0.25156137347221375,0.25037819147109985,0.24114283919334412,False,False,False,False,False,False,False,False,1.0,1477,2094
0003.JPG,coarse_ep5_np5__yaw_m2,yaw_refine,local_grid,5.0,5.0,0.0,-2.0,4.419635772705078,0.6770480704129993,0.23868179321289062,0.23868177831172943,0.2405914068222046,0.24981746077537537,0.24438321590423584,0.23810671269893646,False,False,False,False,False,False,False,False,1.0,1477,2059
0003.JPG,coarse_ep5_np5__yaw_m1,yaw_refine,local_grid,5.0,5.0,0.0,-1.0,4.224000930786133,0.7413676371022343,0.23604492843151093,0.23604492843151093,0.23771309852600098,0.24760708212852478,0.2417978048324585,0.23428647220134735,True,False,False,False,False,False,False,False,1.0,1477,2199
0003.JPG,coarse_ep5_np5__yaw_m0p5,yaw_refine,local_grid,5.0,5.0,0.0,-0.5,4.1223578453063965,0.6973595125253893,0.23558413982391357,0.23558413982391357,0.23717987537384033,0.24663536250591278,0.24105799198150635,0.23339025676250458,False,False,False,False,False,False,False,False,1.0,1477,2146
0003.JPG,coarse_ep5_np5__yaw_p0p5,yaw_refine,local_grid,5.0,5.0,0.0,0.5,4.038644790649414,0.6899119837508463,0.23404118418693542,0.23404119908809662,0.23650531470775604,0.24477612972259521,0.2396291196346283,0.2320261001586914,False,False,False,False,False,False,False,False,1.0,1477,2158
0003.JPG,coarse_ep5_np5__yaw_p1,yaw_refine,local_grid,5.0,5.0,0.0,1.0,4.16576623916626,0.7413676371022343,0.23492255806922913,0.23492257297039032,0.2381453812122345,0.24517974257469177,0.24069321155548096,0.23291467130184174,True,False,False,False,False,False,False,False,1.0,1477,2247
0003.JPG,coarse_ep5_np5__yaw_p2,yaw_refine,local_grid,5.0,5.0,0.0,2.0,4.178772926330566,0.7386594448205822,0.2347221076488495,0.2347221076488495,0.23852799832820892,0.24187418818473816,0.23914913833141327,0.2319149672985077,True,False,False,False,False,False,False,False,1.0,1477,2171
0004.JPG,initial,initial,initial,0.0,0.0,0.0,0.0,2.9588804244995117,0.8932542624166049,0.22280025482177734,0.22280025482177734,0.2240196168422699,0.22481125593185425,0.22343528270721436,0.22554342448711395,True,False,False,False,False,False,False,False,1.0,2698,3654
0004.JPG,east_minus_1m,one_step,local_grid,-1.0,0.0,0.0,0.0,2.8375401496887207,0.8999258710155671,0.22328343987464905,0.22328343987464905,0.2243259847164154,0.22508125007152557,0.2237841784954071,0.22583073377609253,True,False,True,True,True,True,True,True,1.0,2698,3481
0004.JPG,east_plus_1m,one_step,local_grid,1.0,0.0,0.0,0.0,2.9211134910583496,0.8962194217939214,0.2276013344526291,0.2276013344526291,0.22863399982452393,0.22921836376190186,0.22784283757209778,0.22965851426124573,True,False,False,False,False,False,False,False,1.0,2698,3471
0004.JPG,north_minus_1m,one_step,local_grid,0.0,-1.0,0.0,0.0,3.007678985595703,0.8446997776130467,0.23048166930675507,0.23048166930675507,0.231035053730011,0.23182396590709686,0.2303975522518158,0.23284649848937988,False,False,False,False,False,False,False,False,1.0,2698,3397
0004.JPG,north_plus_1m,one_step,local_grid,0.0,1.0,0.0,0.0,2.910518169403076,0.8795404002965159,0.2242123931646347,0.2242123931646347,0.2251838892698288,0.22588741779327393,0.22441987693309784,0.22666220366954803,False,False,False,False,False,False,False,False,1.0,2698,3441
0004.JPG,yaw_minus_1deg,one_step,local_grid,0.0,0.0,0.0,-1.0,2.9684712886810303,0.8713862120088954,0.22570136189460754,0.22570136189460754,0.2270762175321579,0.22605006396770477,0.22572748363018036,0.2282678782939911,False,False,False,False,False,False,False,False,1.0,2698,3461
0004.JPG,yaw_plus_1deg,one_step,local_grid,0.0,0.0,0.0,1.0,3.0265517234802246,0.8836174944403261,0.23188208043575287,0.23188208043575287,0.2317228615283966,0.23260974884033203,0.23090653121471405,0.23407869040966034,False,False,False,False,False,False,False,False,1.0,2698,3467
0004.JPG,alt_minus_1m,one_step,local_grid,0.0,0.0,-1.0,0.0,2.9783592224121094,0.9047442550037065,0.22267568111419678,0.22267568111419678,0.2238963544368744,0.22481504082679749,0.22337496280670166,0.2254541516304016,False,False,False,False,False,False,False,False,1.0,2698,3733
0004.JPG,alt_plus_1m,one_step,local_grid,0.0,0.0,1.0,0.0,2.832399845123291,0.9047442550037065,0.2245708703994751,0.22457090020179749,0.22581443190574646,0.22620245814323425,0.22508381307125092,0.22721445560455322,True,False,False,False,False,False,False,False,1.0,2698,3693
0004.JPG,coarse_em5_nm5,coarse_translation,local_grid,-5.0,-5.0,0.0,0.0,3.1910219192504883,0.8491475166790216,0.23445120453834534,0.23445117473602295,0.23471146821975708,0.2359963357448578,0.23499731719493866,0.23622266948223114,False,False,False,False,False,False,False,False,1.0,2698,3419
0004.JPG,coarse_em5_nm3,coarse_translation,local_grid,-5.0,-3.0,0.0,0.0,3.1719484329223633,0.8302446256486287,0.22826115787029266,0.22826115787029266,0.2290036380290985,0.2302512377500534,0.2292366474866867,0.23033390939235687,False,False,False,False,False,False,False,False,1.0,2698,3380
0004.JPG,coarse_em5_nm1,coarse_translation,local_grid,-5.0,-1.0,0.0,0.0,3.0209693908691406,0.8454410674573758,0.2334919273853302,0.2334919273853302,0.23461195826530457,0.2349921464920044,0.23418667912483215,0.23569297790527344,False,False,False,False,False,False,False,False,1.0,2698,3423
0004.JPG,coarse_em5_np0,coarse_translation,local_grid,-5.0,0.0,0.0,0.0,3.0893731117248535,0.8695329873980726,0.22753974795341492,0.22753974795341492,0.22888007760047913,0.22922329604625702,0.22841183841228485,0.2299288511276245,False,False,False,False,False,False,False,False,1.0,2698,3584
0004.JPG,coarse_em5_np1,coarse_translation,local_grid,-5.0,1.0,0.0,0.0,3.0126161575317383,0.8717568569310601,0.22956106066703796,0.22956106066703796,0.23096010088920593,0.23112210631370544,0.23033371567726135,0.23204974830150604,False,False,False,False,False,False,False,False,1.0,2698,3380
