dom_col,dom_patch_rel,dom_row,dsm_height,index,manual_label,manual_label_choices,manual_note,measurement_x,measurement_y,patch_mean_absdiff_rgb,photo_id,projected_x,projected_y,projection_depth,query_image,query_patch_rel,reprojection_error_px,tiepoint_index,tiepoint_raster_x,tiepoint_raster_y,tiepoint_xml_x,tiepoint_xml_y,tiepoint_xml_z
3737,patches/0000/dom_0010.png,4805,17.819177627563477,10,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,736.0,1772.0,24.428699493408203,7,736.5174754506636,1771.9276154254583,371.93934072254655,0000.jpg,patches/0000/query_0010.png,0.5225135105153543,167,253907.1742690884,3365016.84683915,542163.4135963058,3363659.9913309035,18.13884027650124
2094,patches/0001/dom_0011.png,6369,28.603593826293945,11,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3726.0,2977.0,27.240089416503906,13,3726.1051987199435,2977.9520230611624,365.4170729466873,0001.jpg,patches/0001/query_0011.png,0.9578176651444887,181,253677.02613139115,3364797.907743375,541939.2206415187,3363435.104161164,27.542306235018714
3464,patches/0000/dom_0012.png,5516,14.419303894042969,12,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,1511.0,1089.0,13.403401374816895,7,1511.451583996835,1089.5781078512719,375.8152497340819,0000.jpg,patches/0000/query_0012.png,0.7335780762125592,204,253868.86838018,3364917.3379598632,542127.7695038287,3363559.535065547,14.371581054649653
2563,patches/0000/dom_0013.png,6027,24.799720764160156,13,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2934.0,1019.0,83.58455657958984,7,2933.905702748518,1018.5694857317516,366.69249305667796,0000.jpg,patches/0000/query_0013.png,0.44072044064529065,214,253742.72740205677,3364845.70182778,542003.6114309955,3363484.6061533373,24.317717212927903
2563,patches/0001/dom_0014.png,6027,24.799720764160156,14,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2919.0,3085.0,80.09571075439453,13,2919.6040277761635,3084.107009348744,368.350709864125,0001.jpg,patches/0001/query_0014.png,1.0780917667839387,214,253742.72740205677,3364845.70182778,542003.6114309955,3363484.6061533373,24.317717212927903
2226,patches/0000/dom_0015.png,6183,28.3570613861084,15,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3459.0,1045.0,26.044208526611328,7,3459.5437708272475,1044.6067102632594,364.0747447751219,0000.jpg,patches/0000/query_0015.png,0.6710912975079613,221,253695.53951970127,3364823.886503589,541957.0333619833,3363461.55569511,27.252506220059388
2951,patches/0001/dom_0016.png,5589,26.934099197387695,16,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2150.0,3366.0,35.14482116699219,13,2149.9890429285906,3365.4328943416876,365.76080073082994,0001.jpg,patches/0001/query_0016.png,0.567211499445985,249,253797.0351790335,3364907.1533310763,542056.2546875534,3363547.454568243,26.79735674342544
2473,patches/0000/dom_0017.png,5115,25.786157608032227,17,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,2440.0,2218.0,24.558279037475586,7,2439.754269490228,2218.344932572552,365.4211451712171,0000.jpg,patches/0000/query_0017.png,0.4235114674244551,257,253730.17561016046,3364973.5554761114,541987.6814833035,3363612.040718725,25.916110545927495
2137,patches/0000/dom_0018.png,6113,27.21097755432129,18,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,3525.0,1191.0,23.739778518676758,7,3525.185045261631,1190.6906788343053,364.1780580618824,0000.jpg,patches/0000/query_0018.png,0.36044601870285586,259,253683.05778280468,3364833.6955426466,541944.3002622921,3363471.0274708695,27.26131922776517
1304,patches/0001/dom_0019.png,6522,24.874858856201172,19,unlabeled,unlabeled|same_object|similar_but_texture_changed|geometry_or_scale_mismatch|not_same_object|uncertain,,4702.0,3254.0,29.38252830505371,13,4703.751407365875,3253.4186844916176,369.19208759938994,0001.jpg,patches/0001/query_0019.png,1.8453605288741872,267,253566.43887330565,3364776.416354846,541829.2776356222,3363410.6981498185,24.60562481547754
