image,initial_chamfer,initial_overlap,selected_candidate,selected_chamfer,selected_overlap,selected_offset_east_m,selected_offset_north_m,selected_offset_alt_m,selected_yaw_offset_deg,chamfer_improvement,overlap_improvement,strict_gate_accepts_non_initial,safe_output_worse_than_initial,num_candidates,num_strict_pass,feature_top1_candidate,feature_top1_passes_strict_gate,feature_top5_contains_visual_top1,best_weight_mode_by_rank_alignment
0000.jpg,9.630294799804688,0.5285714285714286,yaw_minus_1deg,9.350302696228027,0.7122969837587007,0.0,0.0,0.0,-1.0,0.27999210357666016,0.18372555518727207,True,False,9,3,alt_minus_1m,False,False,uniform
